Statistical profiling result from isolate-0x130008000-64699-v8.log, (39114 ticks, 872 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      3    0.0%    0.0%  JS: *parseList /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:34209:21
      3    0.0%    0.0%  JS: *parseKeywordAndNoDot /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35312:32
      3    0.0%    0.0%  JS: *parseBinaryExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36143:41
      3    0.0%    0.0%  JS: *parseAssignmentExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35806:45
      3    0.0%    0.0%  JS: *makeBinaryExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36185:32
      3    0.0%    0.0%  JS: *isPropertyName /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:15527:24
      3    0.0%    0.0%  JS: *isLeftHandSideExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:15753:34
      3    0.0%    0.0%  JS: *isConflictMarkerTrivia /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:11849:32
      3    0.0%    0.0%  JS: *createNodeArray /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33813:27
      3    0.0%    0.0%  JS: *blockComment node:internal/deps/cjs-module-lexer/lexer:1233:23
      3    0.0%    0.0%  JS: *applyFindOptions /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1775:21
      3    0.0%    0.0%  JS: *SelectQueryBuilder /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:34:16
      3    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:737:26
      3    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/metadata/EntityMetadata.js:679:36
      2    0.0%    0.0%  RegExp: styled\.[a-zA-Z]+`([\s\S]*?)`
      2    0.0%    0.0%  RegExp: exports\.visit\s*=
      2    0.0%    0.0%  RegExp: export\s*{[^}]*\banonymous\b[^}]*} {1}
      2    0.0%    0.0%  RegExp: ^~~~(\w+)\s*$
      2    0.0%    0.0%  RegExp: ^---\s*$([\s\S]*?)^---\s*$
      2    0.0%    0.0%  RegExp: ^(?:.*\/)?[^\/]*\.db-wal(?=$|\/$)
      2    0.0%    0.0%  RegExp: \{\{[\s\S]*?\}\} {1}
      2    0.0%    0.0%  RegExp: \{\{[\s\S]*?\}\}
      2    0.0%    0.0%  RegExp: \/\*\*[\s\S]*?\*\/ {1}
      2    0.0%    0.0%  RegExp: [\x00-\x1f\x27\x5c\x7f-\x9f]|[\ud800-\udbff](?![\udc00-\udfff])|(?<![\ud800-\udbff])[\udc00-\udfff] {3}
      2    0.0%    0.0%  RegExp: <template(?:\s[^>]*?)?>([\s\S]*?)</template> {1}
      2    0.0%    0.0%  RegExp: <style(?:\s+[^>]*?type=["']text/css["'][^>]*?)?>([\s\S]*?)</style> {1}
      2    0.0%    0.0%  RegExp: <script(?:\s[^>]*?)?>([\s\S]*?)</script>
      2    0.0%    0.0%  RegExp: <\?=([\s\S]*?)\?>
      2    0.0%    0.0%  RegExp: <\?([\s\S]*?)\?>
      2    0.0%    0.0%  RegExp: <(\w+)(?:\s[^>]*)?>.*?</\1>
      2    0.0%    0.0%  RegExp: <%[\s\S]*?%> {1}
      2    0.0%    0.0%  JS: ^scan /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:12773:16
      2    0.0%    0.0%  JS: ^performResolution file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/services/TSModuleResolver.js:198:28
      2    0.0%    0.0%  JS: ^executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      2    0.0%    0.0%  JS: +updateNestSetSubjects /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:410:39
      2    0.0%    0.0%  JS: +transformRelationIds /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:200:25
      2    0.0%    0.0%  JS: +transform /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/relation-count/RelationCountMetadataToAttributeTransformer.js:15:14
      2    0.0%    0.0%  JS: +toProjectRelativePosix file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/utils/PathUtils.js:3:39
      2    0.0%    0.0%  JS: +storeEmbedding file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/features/storage/repositories/EmbeddingRepository.js:43:25
      2    0.0%    0.0%  JS: +sort /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectTopologicalSorter.js:23:9
      2    0.0%    0.0%  JS: +shouldIgnore file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/utils/IgnorePatterns.js:60:17
      2    0.0%    0.0%  JS: +setupReadableByteStreamController node:internal/webstreams/readablestream:3257:43
      2    0.0%    0.0%  JS: +save /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/entity-manager/EntityManager.js:187:9
      2    0.0%    0.0%  JS: +reportProgress file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/BaseLanguageParser.js:1014:19
      2    0.0%    0.0%  JS: +processTicksAndRejections node:internal/process/task_queues:72:35
      2    0.0%    0.0%  JS: +popAsyncContext node:internal/async_hooks:553:25
      2    0.0%    0.0%  JS: +parseStatement /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:37550:26
      2    0.0%    0.0%  JS: +parseForIndex file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/features/indexing/parsing/FileParser.js:19:24
      2    0.0%    0.0%  JS: +onImport.tracePromise.__proto__ node:internal/modules/esm/loader:581:34
      2    0.0%    0.0%  JS: +normalizeUnresolvedImportTargets file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/features/indexing/parsing/FileParser.js:233:43
      2    0.0%    0.0%  JS: +nextTick node:internal/process/task_queues:113:18
      2    0.0%    0.0%  JS: +merge /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/entity-manager/EntityManager.js:164:10
      2    0.0%    0.0%  JS: +key file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/features/relationships/services/RelationshipNormalizerService.js:52:21
      2    0.0%    0.0%  JS: +isLogEnabledFor /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/logger/AbstractLogger.js:143:20
      2    0.0%    0.0%  JS: +isBigInt64Array node:internal/util/types:49:25
      2    0.0%    0.0%  JS: +insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      2    0.0%    0.0%  JS: +groupBulkSubjects /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:728:22
      2    0.0%    0.0%  JS: +getValueSets /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:613:17
      2    0.0%    0.0%  JS: +getUsedDetectors file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/services/BlockScanner.js:289:21
      2    0.0%    0.0%  JS: +getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      2    0.0%    0.0%  JS: +getPredicates /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:968:19
      2    0.0%    0.0%  JS: +getOne /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:710:17
      2    0.0%    0.0%  JS: +getEnd /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:150887:9
      2    0.0%    0.0%  JS: +get hasSubscribers node:diagnostics_channel:288:21
      2    0.0%    0.0%  JS: +generateComponentId file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/BaseLanguageParser.js:889:24
      2    0.0%    0.0%  JS: +forEachChildInObjectLiteralExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32464:86
      2    0.0%    0.0%  JS: +findWorkspaceRoot file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/language-servers/typescript/TypeScriptLanguageServer.js:239:22
      2    0.0%    0.0%  JS: +execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      2    0.0%    0.0%  JS: +execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/EntityPersistExecutor.js:35:18
      2    0.0%    0.0%  JS: +createWhereClausesExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:664:33
      2    0.0%    0.0%  JS: +createQueryBuilder /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/entity-manager/EntityManager.js:119:23
      2    0.0%    0.0%  JS: +createObjectBindingPattern /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:26309:38
      2    0.0%    0.0%  JS: +createLimitOffsetExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1379:32
      2    0.0%    0.0%  JS: +createImportClause2 /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:27393:31
      2    0.0%    0.0%  JS: +createGroupByExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1335:28
      2    0.0%    0.0%  JS: +createColumnValueExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:935:32
      2    0.0%    0.0%  JS: +close node:internal/fs/promises:239:11
      2    0.0%    0.0%  JS: +clone /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryExpressionMap.js:266:10
      2    0.0%    0.0%  JS: +build /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/subject-builder/OneToManySubjectBuilder.js:31:10
      2    0.0%    0.0%  JS: +applyFindOptions /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1775:21
      2    0.0%    0.0%  JS: +StatsBase node:internal/fs/utils:393:19
      2    0.0%    0.0%  JS: +RawSqlResultsToEntityTransformer /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:15:16
      2    0.0%    0.0%  JS: +<anonymous> node:internal/validators:406:42
      2    0.0%    0.0%  JS: +<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/node_modules/chevrotain/lib/src/scan/lexer.js:204:59
      2    0.0%    0.0%  JS: +<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/shared/logger.js:36:12
      2    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1614:49
      2    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:737:26
      2    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/Subject.js:156:50
      2    0.0%    0.0%  JS: *visitNodes /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32310:20
      2    0.0%    0.0%  JS: *visit file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:861:23
      2    0.0%    0.0%  JS: *tryParse /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33597:20
      2    0.0%    0.0%  JS: *transformRelationCounts /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:244:28
      2    0.0%    0.0%  JS: *to file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/features/storage/entities/index/Relationship.entity.js:100:17
      2    0.0%    0.0%  JS: *stringLiteral node:internal/deps/cjs-module-lexer/lexer:1252:24
      2    0.0%    0.0%  JS: *simpleJsonToString /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/util/DateUtils.js:184:30
      2    0.0%    0.0%  JS: *search node:internal/deps/undici/undici:1059:13
      2    0.0%    0.0%  JS: *propagateIdentifierNameFlags /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:28991:38
      2    0.0%    0.0%  JS: *parseUnaryExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36220:40
      2    0.0%    0.0%  JS: *parseOptionalToken /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33750:30
      2    0.0%    0.0%  JS: *parseNonArrayType /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35373:29
      2    0.0%    0.0%  JS: *parseModifiers /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:38129:26
      2    0.0%    0.0%  JS: *parseLeftHandSideExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36316:47
      2    0.0%    0.0%  JS: *parseExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35772:27
      2    0.0%    0.0%  JS: *parseDelimitedList /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:34468:30
      2    0.0%    0.0%  JS: *parseCallExpressionRest /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36803:35
      2    0.0%    0.0%  JS: *parseBinaryExpressionRest /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36151:37
      2    0.0%    0.0%  JS: *msFromTimeSpec node:internal/fs/utils:439:24
      2    0.0%    0.0%  JS: *iterateCommentRanges /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:11896:30
      2    0.0%    0.0%  JS: *isArrowFunction /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:1179:20
      2    0.0%    0.0%  JS: *getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:29:13
      2    0.0%    0.0%  JS: *getPathFromURLPosix node:internal/url:1484:29
      2    0.0%    0.0%  JS: *getOne /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:710:17
      2    0.0%    0.0%  JS: *getMainTableName /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:376:21
      2    0.0%    0.0%  JS: *getInsertionReturningColumns /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/metadata/EntityMetadata.js:678:33
      2    0.0%    0.0%  JS: *get allOrderBys /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryExpressionMap.js:182:20
      2    0.0%    0.0%  JS: *forEachChildInPropertySignature /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32363:74
      2    0.0%    0.0%  JS: *forEachChildInPropertyAssignment /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32366:76
      2    0.0%    0.0%  JS: *forEachChildInJsxElement /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32674:60
      2    0.0%    0.0%  JS: *forEachChildInBlock /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32785:29
      2    0.0%    0.0%  JS: *forEachChildInBinaryExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32505:72
      2    0.0%    0.0%  JS: *enqueue file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/features/indexing/services/DocumentationResolverService.js:12:25
      2    0.0%    0.0%  JS: *currentNode /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:34237:23
      2    0.0%    0.0%  JS: *createVariableDeclaration /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:27176:37
      2    0.0%    0.0%  JS: *createJoinExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1153:25
      2    0.0%    0.0%  JS: *createCteExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:763:24
      2    0.0%    0.0%  JS: *charCodeUnchecked /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:12175:29
      2    0.0%    0.0%  JS: *broadcastBeforeInsertEvent /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/subscriber/Broadcaster.js:36:31
      2    0.0%    0.0%  JS: *addWorkItem /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32871:23
      2    0.0%    0.0%  JS: *addQuotes node:internal/util/inspect:501:19
      2    0.0%    0.0%  JS: *FastBuffer node:internal/buffer:960:14
      2    0.0%    0.0%  JS: *<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/apps/server/dist/features/storage/repositories/RelationshipRepository.js:100:48
      2    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2197:40
      2    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1114:18
      2    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:90:44
      2    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:820:67
      2    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:365:18
      2    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:96:55
      2    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:680:46
