Statistical profiling result from isolate-0x118008000-64678-v8.log, (6882 ticks, 113 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%        JS: ^fixupParentReferences /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33370:33
      1  100.0%          JS: ^parseSourceFileWorker /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33243:33
      1  100.0%            JS: ^parseSourceFile /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33054:27
      1    1.4%    JS: *forEachChildInJsxElement /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32674:60
      1  100.0%      JS: *visit file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:962:23
      1  100.0%        JS: +forEachChildInParenthesizedExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32481:86
      1  100.0%          JS: *visit file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:962:23
      1  100.0%            JS: *forEachChildInBinaryExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32505:72
      1    1.4%    JS: *forEachChildInCallOrNewExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32781:43
      1  100.0%      JS: *visit file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:962:23
      1  100.0%        JS: +forEachChildInJsxExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32691:66
      1  100.0%          JS: *visit file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:962:23
      1  100.0%            JS: *forEachChildInJsxAttribute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32685:64
      1    1.4%    JS: *createBasePropertyAccessExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:26366:46
      1  100.0%      JS: *parsePropertyAccessExpressionRest /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36698:45
      1  100.0%        JS: *parseMemberExpressionRest /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36739:37
      1  100.0%          JS: *parseLeftHandSideExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36316:47
      1  100.0%            JS: *parseUpdateExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36297:33
      1    1.4%    JS: *cachedExists file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/services/TSModuleResolver.js:352:17
      1  100.0%      JS: +resolveFileWithExtensions file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/services/TSModuleResolver.js:328:30
      1  100.0%        JS: ^resolveNodeModule file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/services/TSModuleResolver.js:278:22
      1  100.0%          JS: ^performResolution file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/services/TSModuleResolver.js:198:28
      1  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
      1    1.4%    JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/PlainObjectToNewEntityTransformer.js:31:44
      1  100.0%      t _Builtins_ArrayForEach
      1  100.0%        JS: ^groupAndTransform /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/PlainObjectToNewEntityTransformer.js:27:22
      1  100.0%          JS: ^transform /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/PlainObjectToNewEntityTransformer.js:13:14
      1  100.0%            JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:90:44
      1    1.4%    JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:508:33
      1  100.0%      JS: +createValuesExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:501:27
      1  100.0%        JS: +createInsertExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:257:27
      1  100.0%          JS: +getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:29:13
      1  100.0%            JS: +getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      1    1.4%    JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/metadata/EntityMetadata.js:679:36
      1  100.0%      t _Builtins_ArrayFilter
      1  100.0%        JS: +getInsertionReturningColumns /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/metadata/EntityMetadata.js:678:33
      1  100.0%          JS: +insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      1  100.0%            JS: ^execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18

     74    1.1%  /usr/lib/system/libsystem_malloc.dylib
     12   16.2%    JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
      4   33.3%      JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:87:50
      4  100.0%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
      4  100.0%          JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
      4  100.0%            JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
      4   33.3%      JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
      4  100.0%        t _Builtins_AsyncFunctionAwaitResolveClosure
      3   25.0%      JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:75:50
      3  100.0%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
      3  100.0%          JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
      3  100.0%            JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
      1    8.3%      JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:87:50
      1  100.0%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
      1  100.0%          JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
      1  100.0%            JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
      8   10.8%    JS: +object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
      3   37.5%      JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:87:50
      2   66.7%        JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
      2  100.0%          JS: +object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
      2  100.0%            JS: +execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:62:33
      1   33.3%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
      1  100.0%          JS: +object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
      1  100.0%            JS: +execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:62:33
      2   25.0%      JS: +execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:62:33
      2  100.0%        JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:56:28
      2  100.0%          t _Builtins_PromiseConstructor
      2  100.0%            JS: +query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
      2   25.0%      JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:75:50
      2  100.0%        JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
      2  100.0%          JS: +object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
      2  100.0%            JS: +execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:62:33
      1   12.5%      JS: ^execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:62:33
      1  100.0%        JS: ^<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:56:28
      1  100.0%          t _Builtins_PromiseConstructor
      1  100.0%            JS: ^query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
      3    4.1%    JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:87:50
      3  100.0%      JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
      3  100.0%        JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
      3  100.0%          JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
      3  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
      2    2.7%    t _Builtins_RegExpPrototypeExec
      1   50.0%      JS: ~resolvePackageTargetString node:internal/modules/esm/resolve:376:36
      1  100.0%        JS: ~resolvePackageTarget node:internal/modules/esm/resolve:481:30
      1  100.0%          JS: ~resolvePackageTarget node:internal/modules/esm/resolve:481:30
      1  100.0%            JS: ~resolvePackageTarget node:internal/modules/esm/resolve:481:30
      1   50.0%      JS: +applyDetectorRule file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/services/BlockScanner.js:185:22
      1  100.0%        JS: +runDetectors file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/services/BlockScanner.js:150:23
      1  100.0%          JS: ^scanFile file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/services/BlockScanner.js:31:19
      1  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
      2    2.7%    JS: ^wrapSafe node:internal/modules/cjs/loader:1613:18
      2  100.0%      JS: ^<anonymous> node:internal/modules/cjs/loader:1673:37
      2  100.0%        JS: ^<anonymous> node:internal/modules/cjs/loader:1869:37
      2  100.0%          JS: ^<anonymous> node:internal/modules/cjs/loader:1443:33
      2  100.0%            JS: ^<anonymous> node:internal/modules/cjs/loader:1181:24
      2    2.7%    JS: *resolveFileWithExtensions file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/services/TSModuleResolver.js:328:30
      2  100.0%      JS: +resolveNodeModule file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/services/TSModuleResolver.js:278:22
      2  100.0%        JS: +performResolution file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/services/TSModuleResolver.js:198:28
      2  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
      2    2.7%    JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:286:25
      1   50.0%      t _Builtins_ArrayFilter
      1  100.0%        JS: +getColumnsToProcess /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:277:24
      1  100.0%          JS: +transformColumns /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:135:21
      1  100.0%            JS: +transformRawResultsGroup /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:100:29
      1   50.0%      JS: *transformColumns /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:135:21
      1  100.0%        JS: +transformRawResultsGroup /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:100:29
      1  100.0%          JS: +transform /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:33:14
      1  100.0%            JS: +executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      1    1.4%    t _Builtins_SetPrototypeHas
      1  100.0%      JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:286:25
      1  100.0%        t _Builtins_ArrayFilter
      1  100.0%          JS: +getColumnsToProcess /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:277:24
      1  100.0%            JS: +transformColumns /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:135:21
      1    1.4%    t _Builtins_RegExpPrototypeTest
      1  100.0%      JS: ^<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/ignore/index.js:508:25
      1  100.0%        t _Builtins_ArrayForEach
      1  100.0%          JS: ~test /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/ignore/index.js:503:8
      1  100.0%            JS: ~_t /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/ignore/index.js:674:6
