Statistical profiling result from isolate-0x118008000-64678-v8.log, (6882 ticks, 113 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%        JS: *visit file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:962:23
      1  100.0%          JS: *forEachChildInBlock /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32785:29
      1  100.0%            JS: *visit file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:962:23
      1   25.0%      JS: *forEachChildInArrowFunction /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32407:66
      1  100.0%        JS: *visit file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:962:23
      1  100.0%          JS: *forEachChildInJsxExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32691:66
      1  100.0%            JS: *visit file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:962:23
      4    5.4%    JS: *transform /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/PlainObjectToNewEntityTransformer.js:13:14
      2   50.0%      JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:141:30
      2  100.0%        JS: +insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      2  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
      1   25.0%      JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:90:44
      1  100.0%        t _Builtins_ArrayMap
      1  100.0%          JS: +insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      1  100.0%            JS: ^execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      1   25.0%      JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:676:26
      1  100.0%        t _Builtins_ArrayForEach
      1  100.0%          JS: ^updateSpecialColumnsInInsertedAndUpdatedEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:675:53
      1  100.0%            JS: ^updateSpecialColumnsInPersistedEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:630:44
      4    5.4%    JS: *<anonymous> node:internal/util/inspect:1700:11
      4  100.0%      t _Builtins_ArrayMap
      4  100.0%        JS: *formatValue node:internal/util/inspect:810:21
      4  100.0%          JS: *formatProperty node:internal/util/inspect:1999:24
      4  100.0%            JS: *formatArray node:internal/util/inspect:1804:21
      3    4.1%    JS: +executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      3  100.0%      t _Builtins_AsyncFunctionAwaitResolveClosure
      3    4.1%    JS: *parseAssignmentExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35806:45
      2   66.7%      JS: +parseArgumentExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36962:35
      1   50.0%        JS: +parseDelimitedList /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:34468:30
      1  100.0%          JS: *parseLeftHandSideExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36316:47
      1  100.0%            JS: +parseUpdateExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36297:33
      1   50.0%        JS: *parseDelimitedList /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:34468:30
      1  100.0%          JS: +parseArgumentList /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36843:29
      1  100.0%            JS: +parseCallExpressionRest /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36803:35
      1   33.3%      JS: *parseArgumentExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36962:35
      1  100.0%        JS: *parseDelimitedList /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:34468:30
      1  100.0%          JS: *parseLeftHandSideExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36316:47
      1  100.0%            JS: *parseUpdateExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36297:33
      2    2.7%    JS: +transform /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/PlainObjectToNewEntityTransformer.js:13:14
      1   50.0%      JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:90:44
      1  100.0%        t _Builtins_ArrayMap
      1  100.0%          JS: +insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      1  100.0%            JS: ^execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      1   50.0%      JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:676:26
      1  100.0%        t _Builtins_ArrayForEach
      1  100.0%          JS: ^updateSpecialColumnsInInsertedAndUpdatedEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:675:53
      1  100.0%            JS: ^updateSpecialColumnsInPersistedEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:630:44
      2    2.7%    JS: +insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      2  100.0%      JS: ^execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      2  100.0%        t _Builtins_AsyncFunctionAwaitResolveClosure
      2    2.7%    JS: +getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:50:13
      2  100.0%      JS: +getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      2  100.0%        JS: +loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      2  100.0%          JS: +executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      2  100.0%            JS: +getRawAndEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:673:28
      2    2.7%    JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/Subject.js:156:50
      2  100.0%      t _Builtins_ArrayReduce
      1   50.0%        JS: ^createValueSetAndPopChangeMap /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/Subject.js:154:34
      1  100.0%          JS: ^<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:226:34
      1  100.0%            t _Builtins_ArrayForEach
      1   50.0%        JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:226:34
      1  100.0%          JS: +executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      1  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
      2    2.7%    JS: *parseDelimitedList /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:34468:30
      1   50.0%      JS: +parseBracketedList /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:34531:30
      1  100.0%        JS: +parseNamedImportsOrExports /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:38589:38
      1  100.0%          JS: +parseImportClause /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:38544:29
      1  100.0%            JS: +tryParseImportClause /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:38463:32
      1   50.0%      JS: *parseVariableDeclarationList /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:37848:40
      1  100.0%        JS: *parseVariableStatement /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:37889:34
      1  100.0%          JS: +parseDeclarationWorker /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:37697:34
      1  100.0%            JS: *parseStatement /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:37550:26
      2    2.7%    JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/metadata/EntityMetadata.js:556:31
      2  100.0%      t _Builtins_ArrayReduce
      1   50.0%        JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:146:26
      1  100.0%          JS: +insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      1  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
      1   50.0%        JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:119:44
      1  100.0%          t _Builtins_ArrayMap
      1  100.0%            JS: +insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      1    1.4%    t _Builtins_ArraySome
      1  100.0%      JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1678:50
      1  100.0%        t _Builtins_ArrayFilter
      1  100.0%          JS: +createSelectExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1056:27
      1  100.0%            JS: +getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:50:13
      1    1.4%    t _Builtins_ArrayReduce
      1  100.0%      JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:226:34
      1  100.0%        JS: +executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      1  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
      1    1.4%    t _Builtins_ArrayMap
      1  100.0%      JS: +createColumnNamesExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:477:32
      1  100.0%        JS: +createInsertExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:257:27
      1  100.0%          JS: +getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:29:13
      1  100.0%            JS: +getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      1    1.4%    JS: ^parseExportDeclaration /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:38667:34
      1  100.0%      JS: +parseDeclarationWorker /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:37697:34
      1  100.0%        JS: *parseStatement /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:37550:26
      1  100.0%          JS: +parseSourceFileWorker /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33243:33
      1  100.0%            JS: +parseSourceFile /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33054:27
      1    1.4%    JS: ^parseAssignmentExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35806:45
      1  100.0%      JS: *parseArgumentExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36962:35
      1  100.0%        JS: *parseDelimitedList /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:34468:30
      1  100.0%          JS: *parseLeftHandSideExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36316:47
      1  100.0%            JS: *parseUpdateExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36297:33
      1    1.4%    JS: ^createTableColumnOptions /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/schema-builder/util/TableUtils.js:5:36
      1  100.0%      JS: ^<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/schema-builder/table/Table.js:282:22
      1  100.0%        t _Builtins_ArrayMap
      1  100.0%          JS: ~create /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/schema-builder/table/Table.js:267:18
      1  100.0%            JS: ^createNewTables /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/schema-builder/RdbmsSchemaBuilder.js:409:26
      1    1.4%    JS: ^createConditionalExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:26720:39
      1  100.0%      JS: +parseConditionalExpressionRest /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36117:42
      1  100.0%        JS: *parseAssignmentExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35806:45
      1  100.0%          JS: +parseExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35772:27
      1  100.0%            JS: +parseParenthesizedExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36939:40
      1    1.4%    JS: +transformColumns /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:135:21
      1  100.0%      JS: +transformRawResultsGroup /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:100:29
      1  100.0%        JS: +transform /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:33:14
      1  100.0%          JS: +executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      1  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
      1    1.4%    JS: +parseSourceFileWorker /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33243:33
      1  100.0%      JS: +parseSourceFile /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33054:27
      1  100.0%        JS: +createSourceFile /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32878:26
      1  100.0%          JS: ^validateSyntax file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:129:19
      1  100.0%            JS: ^parseContent file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/BaseLanguageParser.js:149:23
      1    1.4%    JS: +parseMemberExpressionRest /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36739:37
      1  100.0%      JS: +parseLeftHandSideExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36316:47
      1  100.0%        JS: +parseUpdateExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36297:33
      1  100.0%          JS: *parseAssignmentExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35806:45
      1  100.0%            JS: +parseVariableDeclaration /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:37835:36
      1    1.4%    JS: +groupAndTransform /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/PlainObjectToNewEntityTransformer.js:27:22
      1  100.0%      JS: +merge /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/entity-manager/EntityManager.js:164:10
      1  100.0%        JS: ^<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:676:26
      1  100.0%          t _Builtins_ArrayForEach
      1  100.0%            JS: ^updateSpecialColumnsInInsertedAndUpdatedEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:675:53
      1    1.4%    JS: +getTokenPosOfNode /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:16598:27
      1  100.0%      JS: +getNodeLocation file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:1011:20
      1  100.0%        JS: ^extractFunctionExpressionComponent file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:376:39
      1  100.0%          JS: +visitNode file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:223:14
      1  100.0%            JS: *<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:262:31
      1    1.4%    JS: +getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:29:13
      1  100.0%      JS: +getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      1  100.0%        JS: ^execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      1  100.0%          JS: +executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      1  100.0%            JS: ^execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:64:18
      1    1.4%    JS: +forEachChildInVariableDeclaration /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32369:78
      1  100.0%      JS: *visit file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:861:23
      1  100.0%        JS: *visitNodes /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32310:20
      1  100.0%          JS: +forEachChildInVariableDeclarationList /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32534:86
      1  100.0%            JS: *visit file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:861:23
      1    1.4%    JS: +createBindingElement /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:26330:32
      1  100.0%      JS: +parseObjectBindingElement /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:37787:37
      1  100.0%        JS: *parseDelimitedList /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:34468:30
      1  100.0%          JS: +parseObjectBindingPattern /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:37803:37
      1  100.0%            JS: +parseVariableDeclaration /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:37835:36
      1    1.4%    JS: +createArrowFunction /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:26603:31
      1  100.0%      JS: +parseParenthesizedArrowFunctionExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36050:53
      1  100.0%        JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35913:18
      1  100.0%          JS: *tryParse /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33597:20
      1  100.0%            JS: +parseAssignmentExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35806:45
      1    1.4%    JS: +computeDiffColumns /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectChangedColumnsComputer.js:30:23
      1  100.0%      JS: ^<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectChangedColumnsComputer.js:19:26
      1  100.0%        t _Builtins_ArrayForEach
      1  100.0%          JS: ^compute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectChangedColumnsComputer.js:18:12
      1  100.0%            JS: ^recompute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:143:14
      1    1.4%    JS: +<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/node_modules/@chevrotain/gast/lib/src/model.js:27:34
      1  100.0%      JS: *arrayEach file:///Users/epoplive/aigent-smith-clean/code-indexer/node_modules/lodash-es/_arrayEach.js:10:19
      1  100.0%        JS: +accept file:///Users/epoplive/aigent-smith-clean/code-indexer/node_modules/@chevrotain/gast/lib/src/model.js:25:11
      1  100.0%          JS: +<anonymous> file:///Users/epoplive/aigent-smith-clean/code-indexer/node_modules/@chevrotain/gast/lib/src/model.js:27:34
      1  100.0%            JS: *arrayEach file:///Users/epoplive/aigent-smith-clean/code-indexer/node_modules/lodash-es/_arrayEach.js:10:19
      1    1.4%    JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:90:44
      1  100.0%      t _Builtins_ArrayMap
      1  100.0%        JS: +insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      1  100.0%          JS: ^execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      1  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
      1    1.4%    JS: *strEscape node:internal/util/inspect:518:19
      1  100.0%      JS: *<anonymous> node:internal/util/inspect:1700:11
      1  100.0%        t _Builtins_ArrayMap
      1  100.0%          JS: *formatValue node:internal/util/inspect:810:21
      1  100.0%            JS: *formatProperty node:internal/util/inspect:1999:24
      1    1.4%    JS: *parsePropertyAccessExpressionRest /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36698:45
      1  100.0%      JS: *parseMemberExpressionRest /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36739:37
      1  100.0%        JS: *parseLeftHandSideExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36316:47
      1  100.0%          JS: *parseUpdateExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36297:33
      1  100.0%            JS: *parseAssignmentExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35806:45
      1    1.4%    JS: *parseLeftHandSideExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36316:47
      1  100.0%      JS: *parseUpdateExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36297:33
      1  100.0%        JS: *parseAssignmentExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35806:45
      1  100.0%          JS: *parseExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35772:27
      1  100.0%            JS: +doOutsideOfContext /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33420:30
      1    1.4%    JS: *parseBinaryExpressionRest /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36151:37
      1  100.0%      JS: *parseAssignmentExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35806:45
      1  100.0%        JS: *parseArgumentExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36962:35
      1  100.0%          JS: *parseDelimitedList /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:34468:30
      1  100.0%            JS: *parseLeftHandSideExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36316:47
      1    1.4%    JS: *mergeDeep /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/util/OrmUtils.js:56:21
      1  100.0%      JS: ^<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/metadata/EntityMetadata.js:556:31
      1  100.0%        t _Builtins_ArrayReduce
      1  100.0%          JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:146:26
      1  100.0%            JS: +insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      1    1.4%    JS: *merge /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/util/OrmUtils.js:426:17
      1  100.0%      JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/metadata/EntityMetadata.js:556:31
      1  100.0%        t _Builtins_ArrayReduce
      1  100.0%          JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:119:44
      1  100.0%            t _Builtins_ArrayMap
      1    1.4%    JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      1  100.0%      JS: ^execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      1  100.0%        JS: +executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      1  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
      1    1.4%    JS: *formatValue node:internal/util/inspect:810:21
      1  100.0%      JS: *formatProperty node:internal/util/inspect:1999:24
      1  100.0%        JS: *formatArray node:internal/util/inspect:1804:21
      1  100.0%          JS: *formatRaw node:internal/util/inspect:888:19
      1  100.0%            JS: *formatValue node:internal/util/inspect:810:21
      1    1.4%    JS: *forEachChildRecursively /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32831:33
      1  100.0%      JS: ^setParentRecursive /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:22952:28
